source,review_id,review_description,review_title,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,laguage_code,country_code
Google Play,df396752-b4df-4a5d-b7a1-a32ada3e2209,It keeps dropping out,,1,0,2024-04-21 00:32:37,"Hi, Deborah. If you're having trouble syncing your device, you can try the tips here: https://goo.gle/syncing

But if the issue persists, please contact us on our help page so you can share with us more details of the issue. You can reach our help page here: https://goo.gle/contactfitbit",2024-04-21 00:50:16,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,fe26d217-6885-4094-8b54-f2c97428a003,Hate needing to connect to the internet to check my stats app is slow and I feel like it steals my information and the Eula was way too long,,1,0,2024-04-21 00:19:16,,,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,853a0c27-83e3-492f-97b4-abe48a43e00d,Not a fan of the new sleep stages it's giving me a headache just looking at it.,,3,5,2024-04-21 00:05:45,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,a0484351-6778-4ec5-a209-ddf6b7c9ebf3,"Still miss being able to compete with my friends in the UK. Was a great way to stay in touch with them, having moved to New Zealand. Would love it if it came back. 🙃 Otherwise love my fitbit Sense. Would also like to record my blood sugars with food to see when I am on the right track at reversing pre diabetes.",,4,2,2024-04-21 00:02:43,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,7b8a2d73-4bd0-4fae-a59b-5ec9e9d9517f,Unfortunately it will not give me an option to sync with health connect app. I use a two separate fitness app to track workouts and nutrition; I had hoped to sync data but it will not link. The workout and nutrition tracking in Fitbit are okay but not what I am needing.,,1,0,2024-04-20 23:41:37,"Hi, Alejandro. Just to cover all bases, you can review our steps on how to set up Health Connect in the Fitbit app: https://support.google.com/fitbit/answer/14506680

But if you need further help, please don't hesitate to contact us on our help page here: https://goo.gle/contactfitbit",2024-04-20 23:53:06,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,b5489a41-9ddc-4522-9e17-920c52332476,Loved the info it gave me before the update. Still trying to work a few things out .okay for now,,5,0,2024-04-20 23:27:38,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,102d1488-cb63-4cae-beae-44d49195d764,"This app is great to visualize data collected by your Fitbit/Google Pixel Watch. The app has felt dated for a while but they've taken steps to update the visuals so they look more beautiful while still being functional and useful. I love the new home screen and sleep page redesigns, I can't wait to see the whole app adopt the new design over time!",,5,0,2024-04-20 23:26:19,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,56a48f6e-f026-4655-b4ac-b74a55b6d742,No more challenges is LAME,,2,0,2024-04-20 23:22:01,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,36475b8d-d8fc-4cf2-b9b5-cb2adef7a2a8,"there's a bug, it sometimes syncs, other times it get 🤏 then stays there, and won't update anything correctly e.g calorie intake etc has a mind of its own. Frustrating when you want to continue using it for weight loss/calorie tracking!!! (Which has been working but this is throwing me out🙄) Don't suggest troubleshooting, I've already done the lot, still the same.. pls fix it, pls EDIT: no, fix your app, it's your end, not mine. Also can't access HR tile, just loading Pinwheel.. (just noticed)",,1,6,2024-04-20 23:21:50,"Hi, Katie. This is definitely not an experience we want you to have. We appreciate your effort for troubleshooting. Please contact us so we can help you in finding a better resolution. You can reach our help page here: https://goo.gle/contactfitbit",2024-04-20 23:14:17,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,e81c867e-1342-4a0b-852e-faedf20ae2d8,I have to agree with the many reviews complaining about the changes to the sleep data. Huge step backwards!,,1,4,2024-04-20 23:21:00,,,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,77bf35f6-7f61-4719-8daf-2558ab88fb8e,Dreadful update - the latest update has ruined the one part of the app I use everyday. The sleep detail is now useless it is impossible to tell at a glance how you slept. Please fix it give it some definition it's just blobs on a white background.,,1,1,2024-04-20 23:12:07,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,b917ce59-8e8d-4ff5-8de1-3c3554c5a672,Love it.It monitors my heart rate.How many steps I do my work out at the gym?It's great,,5,0,2024-04-20 22:54:23,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,7d6b4db9-ab05-4fe6-867a-a8e14a630df7,"Can't sync, won't connect to Bluetooth. I tried all the troubleshooting steps, restart to reinstall app. STILL NOT sync and my Fitbit sense 2 didnt show real time track of my steps.....so frustrated. Update: I restarted my phone and both my Fitbit watch and App have been working properly for the last 24 hrs . Hope it stays that way.",,3,1,2024-04-20 22:46:38,"Hi, Mai. We're sorry to hear this. This isn't the experience we want for our customers. Thanks for trying to fix it. If you haven't done so already, we suggest checking these syncing tips: https://goo.gle/syncing

If you need more help, please reach out to our customer support team at https://goo.gle/contactfitbit",2024-04-19 17:35:04,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,5fdaf200-584b-4b5c-a6ba-ebca1e970b6a,Misjudged just needed a factory reset,,4,0,2024-04-20 22:39:34,"Hi, there. This is definitely not an experience we want you to have. We have syncing tips that can help: https://goo.gle/syncing

But if the issue persists, please contact us on our help page so you can share with us more details of the issue. You can reach our help page here: https://goo.gle/contactfitbit",2024-04-20 20:05:39,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,d85c8044-da31-4658-acfc-90903ca680e9,Recent update stupidified the interface and removed the battery charge indication so you can no longer keep track of when the watch needs charging until it dies. They updated again and despite all odds they actually made the interface worse. It is extremely ugly and hard to read stats now. Stars keep going down.,,2,1,2024-04-20 22:34:31,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,e662f67b-6a47-4355-be52-0d38f1fbed83,"I have loved Fitbit and used it for the better part of the last 10 years. I have paid to have a premium subscription for the last 4 or 5. Today I was forced to move everything over to Google. This meant deleting my kid's fitbit data. Devastated them. Over a year's worth of progress down the drain. After over 3 hours of chat with customer service our devices are still useless. This is the most unreal experience I have ever had in my life. When my Fitbit dies, I'm going to look elsewhere.",,1,0,2024-04-20 22:29:54,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,1fd89928-ee35-4298-8ad1-d212891c6528,The app looks broken now... whoever approved this change should be fired or reprimanded and sent through an educational process in order to keep their job.... and not ever do somethimg like this again,,1,1,2024-04-20 22:25:52,,,,en,us
Google Play,fa2490d1-85c4-497b-b8b6-af7073c6011e,Accurate and reliable measurements of jogging parameters and distances which I use it for.,,5,0,2024-04-20 22:20:53,,,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,fd352c52-c8e3-45bb-afb0-933c0d0254b4,"The new sleep data analysis is very irritating, please give us back the user friendly version",,3,2,2024-04-20 22:12:52,,,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,b297ccf8-8e7c-4e51-bf3b-c4ba76fda58e,"Don't like latest update to daily sleep profile. I no longer have the ability to delete a period of time that my Fitbit ""thinks"" I'm sleeping, when I'm actually just being quite still for a long time because I'm doing something such as watching a movie. I'm no longer going to get an accurate picture of my stats! I would appreciate switching it back!",,2,1,2024-04-20 21:58:19,"Hi, Susan. We're sorry to hear about this. When your body is completely at rest and you haven’t moved for about an hour, it's expected behavior for your device to record that you’re asleep. You can find more info here: https://support.google.com/fitbit/answer/14236407

You can also contact us on our help page: https://goo.gle/contactfitbit",2024-04-20 22:40:18,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,88c5f6f5-5504-4c7d-8eb3-2bcbba3046cf,"(UPDATE) Recently they've made the logs, which were INCREDIBLY helpful for me inaccessible, the UI/charts are harder to read, unpleasant and the most you can access are averages for things like sleep, which for one, were already accessible before, and two, doesn't help me much. (Old review) I deal with POTS and some minor heart issues as a result of EDS and this helps me monitor my condition and know when I need to rest far more easily than trying to keep a finger oximeter on me at all times.",,1,0,2024-04-20 21:55:29,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,55beb299-42e8-4dc9-925f-f648babaaf64,"I hate the layout in the newest update, change it back.",,4,0,2024-04-20 21:44:48,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,7f3545d7-bbc3-42ea-8578-9bcd3c12c44f,I love the app!!!,,5,0,2024-04-20 21:40:25,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,d517497d-49e4-4c14-8990-f6000b587520,"It allows me to take my medical readings for the different conditions that I'm dealing with medically with my heart, blood sugar, cholesterol and various other ailments.",,5,0,2024-04-20 21:39:00,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,8136aa42-3629-4031-9624-adc8ed3102ad,I have been a Fitbit user for many years for the sleep monitoring. The recent app update on the sleep is absolutely terrible. I agree with the other users comments about the change of the bar graph on the sleep is useless nor user-friendly. Before it was simple and able to see what time of the night you were in various sleep stages. Now you don't know what times you are in various stages. This was the main reason why I got Fitbit in the first place. Bring back the original graph. Horrible,,1,1,2024-04-20 21:25:05,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,9a83473a-9c99-4d2d-a4db-8a5e3e223291,"Ah, it used to be better before Google bought the company and stared making changes to the appearance & how data was organized. Especially the ""sleep"" part, it used to be color coded. Now I find I can't just glance at it to know what's going on. That's the most striking example, but there are others. Everything seems whitewashed now and it's less easy. Not a fan, wish I had an option to switch between styles.",,3,0,2024-04-20 21:20:39,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,9a413c13-c1ee-4342-a470-bceb920ea32e,"I hate to write this review because I love the Fitbit app, I pay for the subscription, but the new look, especially the new look of the Sleep tracking section is so ugly and unnecessarily confusing. Please just give us the old look back or make it an option. The sleep tracker is why I give you my money in the first place.",,5,3,2024-04-20 21:08:44,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,4ab23cea-9e15-4245-853f-04f6a5fea173,"The last update took it to 2 stars from 5. I was really liking the set up, but now it's all so different, I don't know what everything is and the measurements are VERY visually different.",,2,0,2024-04-20 21:00:06,,,,en,us
Google Play,8b629b61-3dfe-46d4-8e6e-2a07df6cf6e1,"I enjoy the sleek design of my Inspire 2...and, of course, keeping track of my daily activities 😀 Soon need to upgrade, but quite content with the Fitbit I currently have",,5,0,2024-04-20 20:58:13,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,29a5d263-7084-43e7-897f-794bd24c2d61,The 1st version was simpler and better. Yep 1st version still better.,,3,0,2024-04-20 20:52:34,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,2f5470d7-ddb4-4b2c-93fd-63a5a7987a4b,Very good 👍,,5,0,2024-04-20 20:40:06,,,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,d7d8bd85-86a1-439f-8b4e-deb6d1a7fae6,"The new sleep chart is absolute rubbish. It was great before the latest update. I know that I'm not a fan of change in general, so I gave it a few days before commenting. I thought I might just get used to it. NOPE! I hate it more every day. Since sleep tracking is my primary use for Fitbit, I am very, very disappointed.",,1,2,2024-04-20 20:37:52,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,7f2cb62a-018f-458d-a2bc-8248a1d76c3f,Great way to track sleep and how ready your body is for exercise. Also a good way to track exercise.,,4,0,2024-04-20 20:37:38,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,02ed001e-0901-42b1-9154-cf01480ffb78,Great motivational tool,,5,0,2024-04-20 20:37:25,,,3.4.1,en,us
Google Play,d6441bd6-bbab-4614-837f-7d626cc2231e,"The app was great til the update. The one problem I've got is that the sleep function has changed now I can't even click on it when I go to bed and why have you removed the sleep analysis graphs that show the different phases of sleep (REM, Deep, Light and Awake) it was easy to understand at a glance instead of these pecked lines. Why changed something that worked perfectly fine to something that is hard to follow.",,3,1,2024-04-20 20:32:44,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,807d3995-4a16-4ceb-b969-ba9d534ee8ed,thank you for bringing the battery percentage level back... now fitbit messed up the app with the sleep tracking function being a disaster now. can't read it. I don't see where can delete some of the tracking where it shows you sleeping for an hr or so when you were awake. This was a terrible mistake for fitbit,,1,3,2024-04-20 20:19:02,"Thank you for taking time to share your feedback here with us, Gary.",2023-12-13 01:02:15,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,5a01e209-fe24-410c-900c-e9938ed578c4,slow to update. not super accurate with activities or sleep tracking. does not automatically sync,,3,0,2024-04-20 20:17:00,"Hi, Elad. The first thing to do is to make sure that your device is constantly syncing. You can follow our syncing tips here: https://goo.gle/syncing

But if the issues persist, please contact us on our help page so we can investigate. You can reach our help page here: https://goo.gle/contactfitbit",2024-04-20 20:30:23,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,8fc1e465-0899-4ddd-8fa2-bc3953c7e688,I have had fitbit for years but l feel like it's time to look elsewhere.The device never gives the correct steps and time when doing GPS.,,1,0,2024-04-20 20:14:22,"Hi, Denise. We have tips that can help improve the accuracy of your Fitbit device: https://support.google.com/fitbit/answer/14236920

But if the issue persists, please contact us so we can help you in finding a better resolution. You can reach our help page here: https://goo.gle/contactfitbit",2024-04-20 20:31:15,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,acffa59f-3ca2-46b2-ab65-56726089b690,This app is more about tracking us as consumers and less about providing us a service. Too complicated to view items on the computer.,,2,1,2024-04-20 20:13:04,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,d4713b6d-1f10-49eb-b052-8c88675959c0,So white it hurts my eyes to look at it. Everything is washed out looking. The new sleep details are hard to read. Please enable a dark mode. There's no easy way to coordinate data with Google Fit even though they are both Google products.,,2,0,2024-04-20 20:11:57,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,22df4c90-73ca-46d4-8768-ad216b74c4c0,I agree with everyone else on the bad changes to the UI; especially the Sleep forms. Please roll the UI changes back! Question: Is it possible to select a previous version for installation?,,2,0,2024-04-20 20:07:11,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,427344d5-f563-4888-84ed-bf8151241149,This recent update sucks. I can no longer look at specific sleep times with the new sleep graph. I like being able to tap on certain sleep phases and see how long the phase was. Please put it back the way it was for years. Very unhappy with this now.,,3,0,2024-04-20 20:04:55,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,38b4390f-072a-40dc-925c-d9b502bdb4ed,New design of app is terrible. I want to see a scrollable list of days with my step and sleep logs. App developers focused on design over function. Visual update was unnecessary.,,1,2,2024-04-20 20:04:45,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,371d9b90-e4ec-4946-84dc-1f735f3e0966,"Like it, but could be better",,4,0,2024-04-20 19:55:02,,,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,2e085721-8f6d-412c-82f7-565ea7eaf272,Change the sleep charts back! Now it's harder to read and see the data. Stop ruining this app! This app was better before Google ruined it!,,1,1,2024-04-20 19:52:45,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,53034028-07b1-4f53-a783-5273cbe3b260,"Why are you constantly changing this app??? Fix the SLEEP BREAKDOWN PLEASE.. I'm paying monthly for you to mess it up. Fix the RECIPES. Worthless without ingredient amounts with instructions. Vidios are cute but USELESS.🥵 - 1☆""HATE"" new app look. It's clutter, childish, ugly. I used Alta HR for years but bought 2 Charge 5's, one for me & one for friends' Birthday. We love them.",,1,2,2024-04-20 19:49:24,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,fa412298-c563-43d8-84a5-2084e951e371,"The new design will only work for me if I am using Google Chrome. It will not work on windows 11. I totally agree with others that the new sleep design is just plain horriblle. How do I get fitbit app to work on Windows 11, anyone have a clue?",,2,0,2024-04-20 19:44:48,"Hi, Bob. We'll make sure that our team receives your feedback about the sleep tile. In the meantime, we stopped supporting syncing with Windows phones or computers in 2022. To sync your Fitbit device, download and use the Fitbit app for phones. For info about supported devices, see: https://www.fitbit.com/global/us/technology/compatible-devices",2024-04-20 20:08:47,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,402cb25a-1d67-4f35-a416-36ede81e1a4b,"Was good, the latest interface on the app, rendered it useless. It really doesn't show you anything usefull, or to impossible to understand",,2,0,2024-04-20 19:44:36,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,abcec2d2-caeb-481e-9ddc-a1a765158f5e,"Update* Again Fitbit keeps changing the app and it's not for the better. I'm on my 6th Flex 2 and been with Fitbit since 2017. All the good features -group challenges, sleeping, old way to view everyday steps, it all sucks now, or doesn't exist. No longer loyal to Fitbit. Just ordered a different tracker. Fitbit seems like the thing of the past now. 2023:This new update sucks and I do not like it. Why would you change what is working. You need to fire whoever decided to switch all this around.",,1,5,2024-04-20 19:41:15,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,4b838f3f-8667-4ed1-a534-2a149998ba08,"Looking for a positive comment, unable to locate any. Slow to up date information. Graphs are all useless. They are too general and can not determine if correct. They should go back to the way they were so you can determine a pattern or event. Auto sleep/awake not available, tapped sleep/awake works most of time but with changes if you forget, out if luck. Yes they keep changing to get you to pay for premium. Now why should I do that for more useless graphs? Right now a pedometer is all you get.",,1,0,2024-04-20 19:37:51,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,9ec70aa4-9bcb-4c28-ba02-624537e3403e,They continue to remove more features. Information is hard to find our not there. Looks like they are trying to run the company into the ground since they were bought out.,,1,1,2024-04-20 19:24:30,,,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,a8a91145-f703-4c5c-99eb-e3b3185d7eb3,"Don't like the Google changes to the sleep data, harder to read, less informative and it was a forced change. Not cool Goolge!!",,1,0,2024-04-20 19:23:30,,,,en,us
Google Play,69435152-67b5-4887-a97e-42399e80f2d2,Recent update has me thinking about going back to a Timex watch.,,1,0,2024-04-20 19:22:28,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,5db6e4b9-a824-4441-aef6-d465d4418cd2,"First it takes away the fun walking challenges like the virtual hikes which made me not want to use the fitbit anymore. Then the sleep graph got all sorts of confusing, hard to follow, and cluttered. It won't let me delete a sleep log now if I space out and it says I was asleep. So not the best accuracy and it's confusing. My husband and I have started shopping for other watch brands :D",,1,0,2024-04-20 19:12:24,"Hi, Merissa. We're sorry to hear about this. We'll make sure that our team is aware of your feedback. In the meantime, you can restart your Fitbit device to troubleshoot the sleep accuracy issue: https://goo.gle/restart

But if the issues persist, please don't hesitate to contact us on our help page here: https://goo.gle/contactfitbit",2024-04-20 19:17:41,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,ff1dfaca-069f-49c7-bcb4-e168a1d9d984,"Love the fact that EVERYONE is complaining about the latest update and the standard answer is ""contact us."" Right. Let's screw up everything that was good about this app and have EVERY SINGLE USER contact us individually to attempt to rectify the problem... And I'm paying for premium!! Time to start shopping for a different brand.",,1,0,2024-04-20 19:12:22,,,,en,us
Google Play,16daef08-453a-4594-9849-b60e804dbe9a,"App just went from good to horrible because of the new Sleep display. Previous display was perfect, I don't know why it needed to be changed, absolutely hate it.",,2,0,2024-04-20 19:09:08,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,f062b436-7525-4265-8979-da1a12025a70,I'm putting on my smart watch every day on the app.,,5,0,2024-04-20 19:04:07,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,db86fc0f-b628-4ce5-be0a-00c83606b9f8,"New sleep pages are difficult to read, too small and don't provide the info that I was used to seeing.",,1,1,2024-04-20 18:59:55,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,1fd3f5a1-c4c7-4314-bca4-85329af1471f,i hate the latest version. i can't access my sleep bed and wake times for the week in one view any more and good luck reading the sleep cycles.,,1,1,2024-04-20 18:57:32,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,e313bee3-b74a-4319-9b56-e1e9f86d9d21,"The new sleep graph is incredibly hard to read with the new color scheme and dotted lines, and removes functionality like being able to see what time you fell asleep in week or month view. I primarily use Fitbit for sleep tracking and theses changes are making me consider leaving the ecosystem altogether.",,1,0,2024-04-20 18:56:04,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,6ec89b68-a76d-40af-a7c4-0cd5c80b153d,Hate all the changes they made on the app.. the graphs are hard to read.. thinking about switching to something else,,1,1,2024-04-20 18:55:43,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,373653bf-5c59-45f1-b46e-c97ce8f48446,Exlent app,,4,0,2024-04-20 18:54:05,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,4f418d41-658e-42cb-9a7c-e4df9d0be348,"My Inspire 2 has always been great until a few days ago. Suddenly my sleep and exercise have stopped recording. Everything else (steps, active minutes etc) is still working. I have followed all advice given online and nothing has corrected the issue. I then saw I could contact fitbit support and they got back to me really quickly and easily sorted the problem. My fitbit watch had accidentally been switched from on wrist setting to on clip. Good support service.",,4,9,2024-04-20 18:53:48,,,4.13.fitbit-mobile-110041333-616222428,en,us
Google Play,de5edc7b-cb6a-4b5f-beab-0e773f033c99,I have been with Fitbit since the beginning. I had the very first one that came out and I'm now using the Sense 2. I used to love the Fitbit app and everything that features that it gave. I am now starting to shop for a new watches because I do not like the Google features and how it's linked to it. I have had more issues with trying to connect my data and getting my results for either sleep or workouts and then not coming up. I wish Fitbit never got purchased by Google.,,2,0,2024-04-20 18:43:59,"Hi Shannon - Sorry to hear that. All of our wrist-based devices automatically detect your sleep. Auto detection is based on your movement. To know more, see https://bit.ly/2JcLm5i. Need further help? Reach us at contact.fitbit.com so we can address your other concerns. ~Fitbit Support",2019-10-21 15:00:28,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,b48a6c70-5ee4-48b7-84aa-1164626a06d4,"I have always enjoyed using this app, but the most recent updates have been awful. First took away the mapping for walks and hikes. Now if I enter walking or hiking and how far or how much time MORE steps are added in making for an inflated and inaccurate count. The sleep updates make no sense at all. I'm not sure why these charges were made. The only reason I can think of is you want me to purchase the premium app and I am unable to do so. I'm going to start looking for something else to use.",,3,1,2024-04-20 18:26:18,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,33a68791-9871-4da4-aca4-9aac62647cad,"Integrates perfectly with my other wellness app, love it.",,5,0,2024-04-20 18:25:02,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,58d68063-ba7e-4bf8-88de-697316fcb790,I am not sure why but the sleep recording no longer logs properly since the last update. Kinda annoying. And yes I am wearing the fitbitnexaftly the same as always.,,2,0,2024-04-20 18:17:37,"Hi, Hans. We're sorry to hear this. We recommend checking these tips to track your sleep properly: https://support.google.com/fitbit/answer/14236407

For further help, reach out through phone, chat, social support, or through our community forums at: https://goo.gle/contactfitbit",2024-04-20 18:28:40,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,7f6594c7-c8bf-4919-9df6-2e73d574bfed,"The latest sleep update is horrible. Please change it back. At this point, I do not see a just reason to stay with my premium subscription. Mission accomplished Google.",,1,18,2024-04-20 18:03:41,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,68d543fe-c120-4176-912b-e180881bfcaf,"Each app update since the company switched ownership has been a down grade. Less and less data is available on the different screens. It's also annoying that the interface keeps changing, especially since it's not for the better. 👏🏽 Way to go for taking something that was functional and making it more useless.",,1,2,2024-04-20 17:59:02,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,0096ac9a-fca9-4edc-b04a-d94629aaac8f,"After the latest fiasco with the app update, I've ditched my fitbit and am researching other devices.",,1,2,2024-04-20 17:57:14,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,e7f82d4e-4df4-4868-ab60-a27096118062,"Had problems for the last 4 days, but this morning everything is back to normal. So changed back to a 5 star rating",,5,0,2024-04-20 17:49:16,,,4.15.fitbit-mobile-110048703-624243509,en,us
Google Play,c151ea1a-0fdd-41b2-9e99-0f219d933a85,Works great,,4,0,2024-04-20 17:41:05,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,0d812b95-287b-447e-8617-7a7cc71bef64,"Even though I thought I had cancelled my subscription. They took the money without prior warning. I emailed many, many times to to try request a refund and still nothing. I have not used the app for months. And have not used since the subscription renewal. They didn't even allow the 14 day cooking off period and recognise that the app had not been used. Super frustrating especially when its £79.99 and I have 3 young children. Exactly the reason I chose not to renew in the first place.",,1,1,2024-04-20 17:39:11,,,,en,us
Google Play,e1664c21-fb42-44ed-9793-760cc5ddbed0,"UPDATED: Why have my Sleep graphics changed? They are horrible! As someone in the Fitbit Community Forum said ""the sleep tracking features are now monochromatic, confusing, and difficult to read!"" ---After numerous attempts, I was finally able to restart my watch and reestablish the Bluetooth connection to my phone. I Am Grateful and Happy with my Fitbit again. ---My Samsung S21 plus updated last night, and my Versa 3 won't connect. My phone doesn't see it in Bluetooth Scan. Why?!",,1,3,2024-04-20 17:36:52,"Hi, Katie. We already identified the cause of the issue and users should now have a normal experience in the app again. But if you're still having trouble syncing or logging in, please don't hesitate to contact us on our help page here: https://goo.gle/contactfitbit",2023-10-15 18:20:16,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,18534c1c-5b34-43b0-9ba1-5d1fefc00969,the new sleep design is terrible hard to see. to much going on.,,2,3,2024-04-20 17:35:48,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,0f82596c-a5cd-4ad9-939a-304fdb8e6405,They changed the sleep tracking so that it provides next to no information. Will not be renewing my premium membership unless it's changed back,,1,3,2024-04-20 17:29:52,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,b2d2ea6a-71e9-4253-aa53-19aee763c073,"The update broke the Readiness Score. It keeps telling me my activity has been light for days despite a significant increase in my activity and the Fitbit app itself telling me in other metrics how much work I've put in. Additionally, the changes to the Sleep section are not better. I'm sure I can get used to it but the change was unnecessary and I hope this isn't the final result.",,2,0,2024-04-20 17:26:01,"Hi, Andrew. We're sorry to hear this. We're always looking for ways to improve and we appreciate your feedback. To know more about how Fitbit tracks your daily readiness score, please visit this: https://support.google.com/fitbit/answer/14236710

For further help, reach us at: https://goo.gle/contactfitbit",2024-04-20 17:39:11,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,15fd0b18-f293-4d27-93f3-78642a232449,The new update has the worst way of displaying sleep data,,1,2,2024-04-20 17:21:35,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,e8c9cfae-7c3e-4b8d-a2c9-77f909f38650,"With the newest update, the sleep log is confusing and not user friendly. Prefer the graphs and details from previous version.",,2,1,2024-04-20 17:19:59,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,027a5181-266f-4351-8ec7-f5afe46088c2,The new sleep tracking graphs are terrible!! Hard to read! No longer can evaluate sleep at a glance. Hate the change!!!,,1,1,2024-04-20 17:16:48,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,3de2b6c4-4d2b-40cb-8c41-d7d8415f8a37,Never reviewed my 2 year old fitbit app till now. This is just silly! What happened? The most recent update that changed the graph on your sleep is terrible. It's impossible to interpret or read. You can't rotate the graph anymore. You can't click on each section for a time frame. It's so hard to see on a white background. O2 stats are not even close to what they used to be and this was actually very important to me. Not a good update. Super disappointed FitBit.,,1,1,2024-04-20 17:16:19,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,add4a8ee-a6cf-47de-a416-6663e706dcdd,"This watch has done all that it said it could. It has monitored afib well, showing me when I had to go to the emergency room.",,5,0,2024-04-20 17:13:35,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,0873768b-4e8c-43c9-8027-b776adb2a05f,Would be better if the low battery alert would come to my regular email instead of just the Gmail account.,,3,0,2024-04-20 17:13:14,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,d2794106-e56b-4210-bf9a-323e91491227,Accurate and informative.,,5,0,2024-04-20 17:13:08,,,4.14.fitbit-mobile-110045073-617559692,en,us
Google Play,04e25faa-99bc-4b7f-ae00-3c920b01dae2,These people compulsively make their UI uglier and less useful with every update instead of fixing their longstanding bugs. Latest victim: sleep metrics.,,1,22,2024-04-20 17:11:58,,,4.14.fitbit-mobile-110045073-617559692,en,us
